FullName,Pace_Total,Shooting_Total,Passing_Total,Dribbling_Total,Defending_Total,Physicality_Total,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,LongPassing,BallControl,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Goalkeeper_Diving,Goalkeeper_Handling, GoalkeeperKicking,Goalkeeper_Positioning,Goalkeeper_Reflexes,ST_Rating,LW_Rating,LF_Rating,CF_Rating,RF_Rating,RW_Rating,CAM_Rating,LM_Rating,CM_Rating,RM_Rating,LWB_Rating,CDM_Rating,RWB_Rating,LB_Rating,CB_Rating,RB_Rating,GK_Rating
Bernardo Martins Sousa,75,62,58,65,33,57,59,61,62,57,61,65,65,52,53,66,75,75,65,60,67,62,49,55,64,64,42,21,70,64,60,59,26,38,31,13,6,11,14,9,66,65,65,65,65,65,66,66,60,66,51,48,51,50,45,50,18
Julien Da Costa,77,34,57,63,58,71,66,31,53,59,37,65,56,39,54,63,75,78,66,53,65,34,80,67,72,32,69,57,57,52,43,54,51,65,64,6,11,5,12,9,54,59,55,55,55,59,59,63,59,63,65,62,65,64,63,64,16
Agyemang Diawusie,88,57,55,66,28,64,54,57,56,62,53,67,39,54,53,61,91,85,81,65,77,59,81,67,63,56,58,23,61,49,49,54,34,21,13,11,10,8,7,7,65,65,63,63,63,65,64,66,57,66,51,47,51,48,44,48,17
Mikael Dyrestam,68,37,57,60,63,72,59,33,65,62,40,59,44,25,61,62,68,68,60,65,57,48,81,65,80,34,56,65,53,54,30,64,62,64,61,13,13,6,14,14,57,57,56,56,56,57,59,61,61,61,65,65,65,65,65,65,21
Filip Jörgensen,64,69,68,66,36,64,16,5,11,28,20,8,14,5,26,16,36,36,48,46,34,51,59,30,59,15,20,9,7,36,8,27,7,7,9,64,69,68,64,66,24,21,21,21,21,21,25,24,25,24,22,23,22,21,21,21,66
Dominik Oroz,56,36,53,50,65,67,54,31,73,62,32,45,33,33,62,52,54,58,53,60,53,50,74,65,67,39,66,65,26,39,30,58,61,66,62,6,7,6,15,13,50,47,46,46,46,47,50,52,55,52,62,63,62,63,67,63,18
Bruce Anderson,72,66,51,64,19,61,49,68,63,58,60,64,59,44,36,64,76,69,68,60,62,69,67,65,61,63,55,14,64,53,62,59,16,12,14,15,7,11,6,12,67,63,64,64,64,63,63,63,55,63,45,41,45,42,38,42,18
Mattia Chiesa,67,62,67,65,39,61,14,10,12,30,11,17,19,20,31,18,39,40,51,63,45,50,49,28,69,12,29,13,11,37,21,49,8,20,19,67,62,67,61,65,29,25,26,26,26,25,29,28,29,28,26,29,26,26,28,26,66
Bradley Ralani,73,56,58,70,27,41,58,59,39,62,53,69,59,44,50,67,76,71,88,64,86,52,72,62,30,52,33,23,60,58,52,49,20,29,34,15,7,14,14,11,60,65,63,63,63,65,65,65,59,65,52,46,52,49,38,49,20
Florian Escales,66,68,63,64,25,67,11,5,11,55,7,8,12,10,45,17,19,33,23,48,44,47,63,32,69,9,19,14,7,39,14,47,10,10,10,66,68,63,67,64,25,21,23,23,23,21,29,27,33,27,25,31,25,23,26,23,66
Max Burgess,78,60,61,67,43,70,57,61,45,65,51,68,50,48,58,66,77,79,70,62,66,63,57,77,72,59,58,46,60,67,52,66,38,46,40,15,16,13,16,8,65,66,65,65,65,66,66,66,65,66,60,58,60,58,53,58,21
Sone Aluko,72,61,62,70,40,49,62,56,48,63,64,68,72,66,57,66,72,72,90,62,83,67,49,49,49,62,50,31,63,62,65,63,43,41,35,14,8,7,15,6,63,65,64,64,64,65,65,65,61,65,55,52,55,53,48,53,18
Filippo Terracciano,81,59,64,65,60,62,63,56,61,66,54,67,70,62,65,63,80,81,71,58,73,69,69,54,65,59,61,60,57,60,61,54,61,60,59,11,12,8,12,13,65,64,63,63,63,64,66,66,64,66,65,63,65,65,64,65,19
Tom Conlon,63,60,65,67,59,66,60,55,47,66,62,64,64,68,64,63,63,63,85,63,82,65,79,81,55,66,70,59,62,66,54,64,60,61,59,14,14,10,8,8,62,63,63,63,63,63,66,66,66,66,65,65,65,64,62,64,19
Chunyu Dong,65,64,66,65,45,65,19,12,13,30,11,13,17,18,43,23,42,49,43,60,65,50,53,40,30,16,33,16,20,64,21,22,25,11,14,65,64,66,65,65,29,29,30,30,30,29,35,33,36,33,29,31,29,29,25,29,65
Enrico Baldini,74,66,57,70,28,55,57,68,51,64,58,70,50,41,50,69,73,75,80,59,76,66,64,73,54,64,32,25,65,55,58,58,25,26,25,8,10,7,12,15,67,66,66,66,66,66,67,67,61,67,53,47,53,49,41,49,18
Sunil Chhetri,74,69,56,66,32,71,51,70,66,59,68,63,67,68,46,65,76,73,73,64,77,68,90,85,68,66,54,25,71,58,68,67,30,24,44,10,7,11,9,10,65,65,65,65,65,65,65,65,60,65,55,50,55,53,48,53,17
José Alonso Lara,70,63,61,71,33,36,62,65,45,64,58,71,57,49,57,70,72,68,79,58,91,65,37,35,33,61,42,31,56,63,61,49,28,36,28,10,6,7,14,7,63,66,64,64,64,66,67,66,60,66,51,48,51,48,41,48,16
Roberts Uldriķis,43,65,54,57,33,78,51,69,75,55,57,60,59,39,53,61,44,42,37,59,32,66,74,67,90,59,64,25,69,56,57,72,35,25,21,9,10,14,12,9,67,57,60,60,60,57,60,59,57,59,46,49,46,44,49,44,18
Jamie Murphy,67,63,63,67,47,59,66,62,46,63,65,67,67,59,59,65,68,67,73,62,75,64,61,67,60,62,47,51,65,65,61,65,50,45,38,16,16,16,11,15,64,65,64,64,64,65,65,65,64,65,60,58,60,58,53,58,22
Jack Maher,58,24,47,51,66,68,30,19,52,66,25,47,34,20,60,58,55,60,44,65,46,39,75,68,71,18,59,65,25,32,31,45,70,68,62,13,7,9,15,9,45,44,44,44,44,44,49,51,55,51,61,65,61,63,67,63,19
Matt Butcher,62,62,63,62,62,76,58,62,59,65,49,63,55,60,64,65,62,62,58,62,50,65,65,85,76,63,66,61,62,65,54,62,64,61,60,15,6,7,7,12,65,63,63,63,63,63,65,66,67,66,66,67,66,65,66,65,18
Jomaine Consbruch,74,55,61,69,53,51,55,58,40,65,49,68,53,39,64,67,76,73,83,61,84,52,69,72,33,53,63,58,58,63,43,55,46,58,59,11,9,8,7,11,60,64,63,63,63,64,67,67,65,67,64,62,64,63,56,63,17
Se Gye Sin,82,58,61,63,62,72,61,53,60,64,52,58,56,50,63,61,80,84,82,64,81,65,73,71,73,66,70,62,64,56,41,60,61,61,67,9,6,15,8,14,65,64,63,63,63,64,65,65,64,65,65,65,65,65,65,65,18
Mattia Maita,72,55,63,69,50,62,54,55,54,70,52,71,56,51,64,67,68,75,62,71,64,60,56,69,63,51,52,53,60,65,50,70,46,51,46,10,7,10,10,6,64,65,65,65,65,65,65,65,65,65,62,62,62,61,57,61,17
Diego Alexander Gómez,73,56,60,69,51,65,49,53,49,66,53,68,51,40,69,73,71,74,71,70,62,59,61,63,74,57,48,44,63,60,55,62,50,58,50,6,6,8,6,9,64,65,65,65,65,65,68,67,67,67,61,62,61,60,58,60,16
Chang Woo Rim,78,48,54,60,63,75,60,52,66,62,27,63,43,29,50,58,79,77,59,64,62,48,76,82,74,43,67,61,59,46,37,50,62,66,60,15,10,12,15,10,61,61,59,59,59,61,60,64,60,64,65,64,65,65,65,65,20
Leandro Garate,57,64,47,64,28,70,41,70,71,55,45,63,40,39,40,63,62,53,72,60,74,60,70,61,90,58,32,13,64,49,67,48,34,21,18,10,6,7,12,8,65,59,61,61,61,59,61,59,54,59,44,43,44,42,44,42,17
Stefan Haudum,48,54,61,62,64,70,52,48,59,66,45,63,58,41,63,66,42,53,47,67,54,65,57,74,70,60,66,65,53,67,46,62,65,65,62,14,9,11,9,6,60,58,60,60,60,58,63,62,66,62,65,66,65,64,66,64,18
Piotr Wlazło,52,61,62,64,60,74,61,58,55,66,56,61,62,65,64,66,49,55,64,62,73,62,82,72,72,67,78,62,57,56,68,68,60,62,59,11,11,15,9,7,62,60,60,60,60,60,63,63,65,63,64,65,64,63,65,63,18
Jacob Storevik,67,63,59,65,36,65,15,14,14,32,12,20,13,12,27,27,36,36,33,61,42,44,53,29,45,13,23,20,9,56,30,23,10,19,20,67,63,59,65,65,28,27,29,29,29,27,33,31,33,31,28,30,28,28,27,28,66
Álvaro Bastida Moya,56,41,56,55,65,51,35,34,43,67,32,47,36,41,64,66,58,54,48,56,79,55,59,48,47,43,63,71,42,62,42,53,64,68,65,5,8,14,10,6,50,51,53,53,53,51,58,55,62,55,60,66,60,61,63,61,15
Noah Mbamba,72,32,51,63,61,71,31,18,64,67,23,62,25,28,59,64,67,76,67,53,63,53,77,65,74,50,68,57,18,51,26,60,58,65,63,12,11,11,14,6,50,51,51,51,51,51,56,55,59,55,61,64,61,62,66,62,17
Ho Ik Jang,80,48,56,64,64,71,61,49,53,60,33,60,38,39,58,64,79,80,81,61,82,51,77,80,67,45,68,66,54,53,41,60,68,64,61,5,12,9,10,12,59,61,59,59,59,61,62,64,62,64,65,65,65,65,65,65,17
Mikaël Mandron,64,63,53,61,45,80,47,63,64,59,55,62,52,43,43,64,66,63,52,62,53,67,71,80,87,58,67,42,64,58,64,64,45,44,39,14,10,13,15,8,65,61,62,62,62,61,62,63,60,63,57,56,57,55,57,55,19
Thibault Klidje,76,64,55,66,22,61,52,64,57,57,61,65,59,58,48,64,78,75,75,59,80,70,58,52,64,58,63,19,63,56,60,62,15,21,19,12,12,7,6,8,66,63,63,63,63,63,64,63,56,63,46,44,46,44,40,44,17
Vadaine Oliver,65,62,50,59,41,81,40,64,66,56,58,58,49,39,47,59,64,66,59,60,56,65,92,70,89,52,71,40,68,57,60,64,35,42,33,12,13,13,15,12,64,59,61,61,61,59,61,60,58,60,52,54,52,51,55,51,20
Raúl Parra Artal,66,43,51,53,65,68,61,40,63,55,31,48,41,52,47,59,68,65,52,53,58,60,72,63,74,39,57,64,36,39,33,52,66,66,59,12,13,6,5,14,54,51,50,50,50,51,51,55,53,55,63,61,63,64,66,64,17
Daniel Pérez,64,66,40,63,27,69,33,70,68,38,61,64,55,48,28,66,57,70,60,62,55,65,55,68,74,61,62,22,62,55,61,51,33,15,15,14,8,11,12,10,66,59,61,61,61,59,59,58,51,58,44,42,44,42,43,42,19
Robbin Ruiter,64,60,64,62,40,65,16,12,12,36,14,17,14,13,34,18,40,40,38,68,34,48,55,37,65,16,35,22,17,39,24,49,20,16,16,64,60,64,65,62,30,27,28,28,28,27,31,31,33,31,30,33,30,29,30,29,64
Budimir Janošević,64,66,55,66,23,66,12,7,18,20,9,11,16,13,24,14,25,21,23,50,26,41,40,22,69,5,35,10,6,48,14,45,11,13,13,64,66,55,66,66,23,18,20,20,20,18,24,22,25,22,20,24,20,20,25,20,64
Jonathan Leko,90,60,55,67,35,62,57,62,56,61,50,67,53,34,44,64,90,90,78,61,73,63,65,58,65,56,57,30,61,57,50,55,32,36,29,6,12,11,8,9,66,66,65,65,65,66,65,66,58,66,54,50,54,53,48,53,17
Kevin Lankford,81,54,56,65,24,64,60,52,32,60,56,65,62,44,46,64,82,80,75,58,70,62,70,78,69,52,32,14,52,55,50,52,25,27,26,12,11,8,13,15,60,62,60,60,60,62,62,65,56,65,52,45,52,48,39,48,19
Willian Candia,79,58,63,70,53,69,55,54,59,69,48,71,58,55,64,68,78,80,82,55,80,67,74,72,73,64,55,60,50,64,60,60,35,62,57,14,14,8,12,12,64,64,64,64,64,64,64,64,64,64,64,63,64,63,61,63,19
Jack Baldwin,63,40,51,55,63,71,47,42,62,59,27,52,39,21,57,54,61,64,63,60,62,46,75,72,75,33,61,62,40,49,32,67,62,64,63,11,12,6,11,14,53,52,51,51,51,52,54,56,57,56,62,63,62,63,64,63,19
Ji Hoon Kang,80,56,53,64,60,54,57,57,58,60,41,63,34,41,41,62,81,79,74,59,74,55,49,68,48,60,52,57,64,54,40,59,63,60,57,9,5,11,6,10,62,63,62,62,62,63,63,64,60,64,64,59,64,64,60,64,15
Michael Steinwender,50,29,42,39,64,71,35,25,64,54,31,32,41,27,46,42,46,53,36,60,58,39,51,65,77,30,68,62,22,31,35,58,63,67,65,6,11,8,13,12,43,38,39,39,39,38,41,43,47,43,57,60,57,59,66,59,18
Widen Saucedo,70,29,51,43,62,64,60,32,60,63,29,21,38,23,58,60,70,70,70,62,64,35,70,55,70,16,60,60,23,26,31,44,61,67,60,5,10,12,11,9,47,46,42,42,42,46,46,51,51,51,62,62,62,64,65,64,17
Satoshi Tanaka,70,54,59,65,63,64,53,60,59,65,29,63,45,53,64,64,71,69,75,60,72,67,71,55,69,35,61,65,62,56,44,60,59,66,63,7,13,7,8,8,64,62,62,62,62,62,63,64,63,64,64,65,64,64,66,64,17
Dan Peter Ulvestad,34,44,47,44,63,70,32,38,63,61,40,34,34,32,56,53,33,34,44,70,39,64,70,58,80,42,62,64,40,38,40,63,66,63,56,12,11,10,16,14,52,43,46,46,46,43,49,47,55,47,56,63,56,57,64,57,21
Willum Þór Willumsson,67,61,67,60,55,70,61,60,64,71,50,60,59,65,69,63,66,67,56,59,62,67,53,70,75,63,61,47,64,68,50,55,56,55,58,11,10,15,12,9,66,63,64,64,64,63,66,66,66,66,63,63,63,62,61,62,18
Dom Dwyer,63,65,51,63,32,65,52,62,66,54,64,62,72,62,31,60,58,67,71,62,71,72,88,40,69,63,79,20,65,50,69,65,32,34,14,11,12,13,9,11,64,60,61,61,61,60,60,59,52,59,45,45,45,44,47,44,18
Eduard Florescu,69,67,65,65,53,61,61,63,54,67,63,64,63,60,66,67,68,70,66,60,64,75,66,73,58,71,52,57,56,64,60,65,47,56,49,6,11,7,12,6,65,64,64,64,64,64,67,67,66,67,63,62,63,62,58,62,16
Tiago Galletto,70,52,63,62,63,69,66,45,72,66,53,63,48,52,58,56,70,70,74,66,65,59,56,72,71,63,63,68,51,65,47,57,55,68,53,6,11,7,7,8,61,61,60,60,60,61,63,64,64,64,66,65,66,66,66,66,16
Luca Magnino,74,53,60,60,62,69,54,48,64,65,42,58,49,50,62,61,71,76,62,66,68,67,71,63,70,55,75,61,49,60,51,58,62,61,60,11,8,9,8,11,61,60,60,60,60,60,62,63,63,63,64,65,64,65,66,65,18
Maximiliano Moreira,70,40,57,60,59,64,57,32,48,62,34,57,48,43,58,59,78,64,70,58,82,52,76,74,63,44,49,60,49,55,38,57,57,63,61,7,12,9,11,7,53,56,54,54,54,56,58,60,60,60,64,62,64,64,61,64,17
Jay Matete,77,54,61,67,63,68,55,54,50,65,44,65,47,47,63,63,76,78,84,65,83,55,76,81,55,54,83,64,63,63,50,64,64,65,63,13,13,14,9,12,62,64,63,63,63,64,66,67,66,67,68,68,68,68,66,68,20
Juan de Dios Pintado,77,34,48,60,60,54,58,28,44,49,25,62,48,31,45,53,78,77,72,54,81,44,61,68,42,33,63,55,48,41,41,44,60,66,70,7,5,13,9,10,49,54,51,51,51,54,53,57,52,57,63,58,63,64,59,64,15
James Trafford,65,63,64,64,27,62,12,8,10,48,9,10,14,12,45,12,33,17,27,57,27,48,33,17,58,9,28,7,7,48,16,26,5,13,13,65,63,64,62,64,25,21,24,24,24,21,30,26,32,26,22,29,22,21,23,21,65
Edvard Sandvik Tagseth,77,52,62,68,56,65,58,48,48,66,48,67,58,46,62,65,76,78,82,60,86,58,73,78,57,55,67,60,64,62,49,62,54,58,55,9,7,14,9,6,61,64,63,63,63,64,66,67,66,67,65,64,65,64,61,64,16
Tomás Jacob,74,35,53,60,60,62,60,34,51,57,33,61,42,39,54,57,71,76,66,58,69,34,59,69,58,33,62,62,49,44,49,51,60,61,63,14,10,8,9,10,52,56,52,52,52,56,56,60,57,60,64,61,64,64,62,64,18
Alperen Uysal,68,61,59,64,46,62,20,12,20,26,13,18,20,20,18,18,49,42,36,58,42,44,50,26,76,16,27,24,14,14,23,33,10,20,14,68,61,59,62,64,30,25,25,25,25,25,25,27,24,27,28,27,28,28,30,28,65
Gustavo Arévalos,60,63,61,65,31,64,11,9,12,18,6,11,8,11,12,12,33,29,28,62,40,46,55,23,40,8,22,10,5,50,12,21,8,11,13,60,63,61,64,65,23,20,22,22,22,20,24,23,24,23,21,21,21,21,21,21,64
Lucas Carrizo,67,35,52,60,59,70,56,35,51,56,27,61,40,42,52,58,68,66,69,52,70,32,79,86,66,29,60,57,57,46,49,46,56,64,65,11,10,8,13,11,52,55,52,52,52,55,56,60,57,60,64,61,64,64,62,64,18
Rezan Corlu,80,59,60,68,27,60,59,58,37,62,54,65,61,53,54,65,83,77,84,60,91,62,89,60,57,59,58,23,62,65,49,62,25,28,30,13,13,15,12,15,62,65,64,64,64,65,66,66,60,66,52,48,52,49,43,49,20
Steeve Beusnard,81,58,63,69,57,52,55,62,49,68,61,70,58,48,61,67,82,81,64,65,90,54,54,60,48,51,51,58,53,67,63,71,52,64,58,14,6,12,7,5,63,64,64,64,64,64,64,64,64,64,64,63,64,64,59,64,16
Maikel Chang,69,51,62,62,58,52,71,55,33,62,38,60,47,37,58,68,67,70,65,57,65,53,44,53,63,39,25,57,63,68,51,44,56,66,62,6,10,9,5,12,59,63,61,61,61,63,64,64,63,64,64,61,64,63,57,63,16
Enrico Guarna,64,62,58,66,41,59,8,7,9,37,13,9,19,14,29,23,41,41,60,64,30,44,75,34,64,16,33,20,11,31,23,53,11,15,16,64,62,58,59,66,28,25,26,26,26,25,29,28,30,28,28,31,28,27,29,27,64
Àlex Carbonell Vallés,44,60,63,68,63,59,59,60,57,66,49,67,59,51,65,68,50,39,74,63,80,62,54,60,56,62,66,63,57,63,49,54,62,65,62,5,5,12,12,14,62,61,61,61,61,61,65,63,66,63,63,66,63,62,64,62,17
Niccolò Zanellato,65,51,66,69,56,63,58,40,59,73,46,70,67,64,66,70,72,60,70,59,70,62,56,57,73,65,45,55,55,60,59,60,47,63,61,10,11,12,6,8,61,63,62,62,62,63,66,65,66,65,63,63,63,62,61,62,16
Hugo Anglada Gutiérrez,64,35,50,55,65,66,35,30,65,64,32,45,39,33,55,64,62,65,60,61,66,51,71,67,66,28,63,66,33,42,50,57,63,66,61,5,15,9,13,10,51,49,49,49,49,49,53,54,57,54,62,64,62,63,66,63,18
Yackson Rivas,75,62,52,67,28,55,59,66,55,54,55,70,39,50,40,62,78,72,81,55,60,58,61,54,65,59,28,16,60,55,65,60,16,36,35,12,11,15,13,9,64,64,62,62,62,64,63,63,55,63,49,43,49,47,41,47,18
Pierre Patron,64,63,57,62,21,66,12,7,12,25,5,7,13,12,19,12,17,28,35,56,27,43,32,16,59,5,25,10,5,27,17,38,15,12,12,64,63,57,66,62,22,17,18,18,18,17,21,20,22,20,20,23,20,20,24,20,65
Muzepper Mirahmetjan,69,64,66,63,61,72,68,62,62,64,57,60,75,72,65,64,70,68,75,59,64,72,64,82,70,63,66,62,62,63,63,62,61,59,60,13,10,11,14,7,64,64,63,63,63,64,64,64,64,64,64,64,64,64,64,64,18
Rodrigo Miguel Forte Paes Martins,79,51,57,68,27,54,60,51,60,61,58,69,53,49,53,65,81,78,81,61,67,52,47,54,57,45,48,18,59,55,56,58,22,27,31,12,6,5,8,14,62,64,62,62,62,64,64,65,57,65,51,46,51,49,42,49,17
Tomás Lecanda,65,44,51,53,64,64,38,44,62,62,34,51,44,32,52,54,61,68,55,60,54,52,67,55,69,36,62,65,50,50,50,58,62,66,63,5,6,10,8,12,56,52,53,53,53,52,55,55,57,55,60,62,60,62,66,62,16
Miguel Silva Reisinho,55,52,63,63,58,68,51,49,57,69,45,62,58,47,67,67,54,55,61,60,57,59,71,61,74,50,63,54,58,67,63,64,56,63,59,6,5,6,6,7,60,59,60,60,60,59,64,63,66,63,61,65,61,61,63,61,14
Deian Boldor,68,32,41,43,64,74,33,27,69,53,22,28,19,18,53,51,65,70,67,50,69,45,74,73,80,32,59,58,43,32,26,45,62,67,66,11,14,14,14,8,49,43,44,44,44,43,46,48,50,48,58,60,58,62,66,62,18
Enzo Larrosa,55,64,51,62,23,64,40,69,62,59,45,63,48,36,50,66,57,53,55,61,61,64,64,62,78,60,32,18,67,55,54,44,20,19,14,10,15,6,6,9,66,60,63,63,63,60,63,61,58,61,44,44,44,41,40,41,17
Alejandro Garnacho Ferreyra,80,59,57,65,24,52,61,62,44,57,54,62,63,61,47,61,81,80,83,61,86,57,38,63,50,56,46,25,60,56,56,62,18,23,20,6,15,14,13,7,62,64,62,62,62,64,63,64,56,64,50,44,50,47,37,47,18
Martin Frese,78,56,61,67,57,64,62,55,49,65,52,66,59,40,57,67,77,78,75,58,73,65,74,69,64,52,55,55,65,60,47,61,56,63,56,9,10,12,7,10,64,65,64,64,64,65,66,67,64,67,65,63,65,64,61,64,17
Vicente Pizarro,68,49,60,62,60,64,53,48,48,69,32,63,34,29,65,61,67,69,66,58,70,56,66,71,63,47,58,58,63,63,45,56,58,64,66,9,10,8,14,13,59,61,60,60,60,61,64,64,65,64,65,65,65,64,62,64,18
Gabriel Barès,60,49,63,63,59,64,56,50,53,67,32,63,55,56,66,64,61,60,60,60,61,55,56,68,67,47,54,62,57,66,35,68,60,58,56,9,13,10,12,6,59,60,60,60,60,60,64,64,65,64,63,65,63,62,61,62,18
Soon Hyung Kwon,40,64,68,65,61,54,67,60,50,67,62,63,68,68,66,66,41,40,62,68,71,71,64,33,61,66,61,65,66,71,54,65,68,57,54,8,11,13,10,15,63,62,63,63,63,62,64,63,64,63,60,64,60,59,63,59,19
Tyler Morton,65,47,62,67,59,58,52,40,57,69,41,67,50,50,66,69,67,63,61,60,70,55,61,62,50,48,70,58,60,61,57,70,56,64,61,12,13,5,13,12,59,61,61,61,61,61,64,64,66,64,64,65,64,63,62,63,19
Koki Hinokio,70,59,59,69,38,50,55,58,38,62,42,66,56,51,57,67,68,72,77,66,91,63,57,95,33,63,34,45,57,64,49,64,44,28,31,11,13,14,13,6,60,64,63,63,63,64,66,67,64,67,59,54,59,55,44,55,19
Jean Carlos de Brito,71,46,60,61,56,69,65,39,52,64,51,60,60,53,59,64,70,72,62,54,62,63,68,76,71,40,56,56,58,51,45,55,56,56,55,12,9,7,8,13,58,59,57,57,57,59,60,63,61,63,64,62,64,63,60,63,17
Łukasz Łakomy,67,54,57,60,61,67,39,49,44,65,37,58,56,63,63,64,67,67,58,59,65,66,64,76,66,63,58,63,44,53,44,59,62,64,58,6,5,11,14,8,58,57,58,58,58,57,61,60,63,60,63,65,63,63,63,63,16
Niclas Thiede,66,61,59,68,44,60,13,8,13,24,10,14,16,15,21,19,45,42,49,63,50,44,72,31,62,11,27,16,9,31,17,33,18,10,11,66,61,59,60,68,27,24,24,24,24,24,27,27,26,27,26,26,26,25,27,25,65
Nathan McGinley,67,35,51,53,61,67,56,32,58,56,31,52,38,37,54,54,66,67,54,63,48,40,68,73,68,30,59,61,50,42,42,56,61,63,61,13,14,12,9,6,52,52,50,50,50,52,53,57,56,57,63,61,63,64,64,64,18
Luis Vásquez,65,61,61,64,40,62,15,9,20,26,11,14,21,16,16,20,40,41,37,63,43,46,59,32,50,16,21,20,17,31,23,26,20,14,11,65,61,61,62,64,29,24,26,26,26,24,27,27,27,27,27,27,27,27,27,27,65
Fares Arnaout,63,45,52,53,65,72,39,42,64,63,34,50,42,50,60,60,62,63,50,46,50,55,72,75,78,46,52,57,40,44,44,47,70,65,62,5,10,9,10,10,55,51,51,51,51,51,54,55,57,55,61,63,61,62,66,62,15
Adrián Martínez,52,30,41,42,65,70,36,30,61,55,30,31,39,29,33,50,53,52,41,55,53,38,71,54,80,20,67,65,29,30,40,62,64,66,64,7,8,7,7,14,45,40,40,40,40,40,42,44,46,44,57,59,57,59,65,59,16
Greg Taylor,51,39,53,54,64,70,53,35,60,54,38,49,43,40,54,55,49,53,61,60,71,48,80,67,73,38,66,62,46,54,39,64,65,65,61,6,7,11,13,11,52,50,50,50,50,50,53,54,57,54,61,62,61,61,64,61,17
Enrique Borja,70,66,45,59,21,65,34,67,58,51,46,58,47,46,36,58,67,73,73,59,47,71,64,54,80,65,42,15,67,52,67,50,20,17,13,13,9,10,13,11,64,59,61,61,61,59,60,58,52,58,41,40,41,40,39,40,19
Nick Ansell,43,29,48,44,63,80,37,25,63,63,26,33,41,31,57,49,54,34,60,56,62,45,51,85,88,25,63,63,27,31,29,56,63,65,61,8,11,12,14,12,45,40,40,40,40,40,45,47,52,47,59,64,59,60,64,60,18
Ayo Obileye,72,51,53,53,62,74,37,45,61,60,45,54,46,55,59,56,71,73,35,55,58,71,72,71,78,51,70,62,42,55,46,59,60,64,63,8,15,9,10,11,58,53,55,55,55,53,56,57,59,57,61,64,61,63,64,63,18
Ariel Lassiter,81,64,57,65,26,54,57,63,56,62,48,66,59,65,39,63,81,81,74,60,69,71,55,65,59,62,25,25,61,59,66,58,30,14,17,8,13,9,7,15,64,64,64,64,64,64,64,64,57,64,50,44,50,47,39,47,18
Matt Derbyshire,70,65,57,62,29,59,57,65,63,63,64,60,58,40,45,63,73,67,66,65,59,66,66,61,57,64,59,27,67,59,67,61,28,22,23,13,9,6,6,16,64,64,64,64,64,64,64,64,58,64,50,48,50,48,44,48,19
Harry Smith,53,64,48,56,31,78,38,65,68,55,53,59,44,39,47,62,54,53,33,61,33,66,71,65,90,63,68,32,65,51,60,58,20,30,27,14,11,11,7,12,65,57,60,60,60,57,59,58,57,58,47,49,47,45,49,45,19
Anton Liljenbäck,72,41,55,59,60,73,57,35,58,60,34,59,52,38,51,58,70,73,65,58,65,58,70,76,75,35,64,59,56,54,36,56,60,61,60,8,13,8,8,13,57,57,56,56,56,57,58,61,59,61,64,62,64,64,64,64,18
Pablo Minissale,53,30,36,41,68,61,28,24,59,44,31,30,29,33,36,43,55,52,55,60,62,47,72,54,64,23,58,64,34,30,42,58,69,72,69,13,9,7,10,10,44,38,39,39,39,38,41,42,44,42,56,57,56,59,66,59,18
Yannik Engelhardt,67,45,59,60,61,67,58,38,59,66,37,59,42,38,60,61,65,69,62,64,62,57,74,74,63,48,64,63,53,55,44,57,60,63,59,9,14,6,13,8,57,58,57,57,57,58,60,62,63,62,65,65,65,65,64,65,19
Jhon Jairo Rodríguez,65,57,61,61,62,66,61,55,55,65,45,60,55,53,60,62,66,65,58,60,67,60,64,70,65,61,66,64,55,60,58,58,63,64,60,15,8,11,12,12,61,61,60,60,60,61,63,63,64,63,65,65,65,65,65,65,19
Oussama El Azzouzi,58,42,57,65,59,64,52,38,62,70,38,66,41,40,59,72,55,60,57,63,52,52,56,70,65,40,58,59,35,48,53,49,58,59,62,6,7,8,9,8,56,57,56,56,56,57,60,61,62,61,64,65,64,64,63,64,16
Karlo Sentić,64,67,59,64,34,59,15,16,12,22,15,18,13,14,13,20,33,36,34,64,55,44,47,31,64,17,26,19,15,56,12,33,17,15,14,64,67,59,59,64,29,26,28,28,28,26,30,28,29,28,26,28,26,26,27,26,65
Guimer Justiniano,54,31,45,38,68,61,45,30,70,58,29,23,26,35,43,50,53,55,46,50,54,40,70,60,65,22,50,70,30,32,51,63,65,70,67,8,8,5,8,12,45,40,40,40,40,40,43,45,48,45,59,60,59,62,64,62,15
Andrés Oña,54,49,57,53,61,67,47,48,50,62,34,39,42,38,65,62,53,54,72,58,70,49,71,72,61,56,77,62,50,60,46,59,64,61,64,14,15,8,14,14,54,53,53,53,53,53,58,56,62,56,61,64,61,62,64,62,21
Zhen Wei,66,34,54,51,64,69,41,32,55,65,31,42,30,36,62,57,66,66,60,60,68,41,51,69,74,31,63,63,41,53,41,52,62,68,65,9,8,7,8,9,51,50,50,50,50,50,54,55,59,55,62,65,62,64,66,64,16
